id,intitule,entreprise,lieu,type_contrat,nature_contrat,duree_contrat,date_creation,salaire,experience_exigee,competences,description,url
SPONT-sph-gerard-bertrand,Candidature spontanée - Alternance Data / Science des données,SPH-GERARD BERTRAND,"11100, NARBONNE",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"SPH-GERARD BERTRAND est une structure basée à Narbonne, active dans le secteur suggéré par son nom/service. Bien que les détails spécifiques sur ses activités ne soient pas précisés, l'entreprise semble avoir un intérêt pour des domaines liés à la science des données et à l'intelligence artificielle. Je suis motivé à contribuer à ses projets et à développer mes compétences dans ce domaine.",
SPONT-arcelormittal-centres-de-services,Candidature spontanée - Alternance Data / Science des données,ARCELORMITTAL CENTRES DE SERVICES,"51100, REIMS",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"ARCELORMITTAL CENTRES DE SERVICES est une structure basée à REIMS, active dans le secteur suggéré par son nom. Bien que les détails spécifiques sur ses activités ne soient pas précisés, l'entreprise semble évoluer dans un environnement lié à l'industrie. Je suis intéressé par une alternance en science des données et intelligence artificielle au sein de votre équipe.",
SPONT-watt-co-ingenierie,Candidature spontanée - Alternance Data / Science des données,WATT & CO INGENIERIE,"81200, MAZAMET",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"WATT & CO INGENIERIE est une structure basée à MAZAMET, active dans le secteur suggéré par son nom/service. Bien que les détails spécifiques sur ses activités ne soient pas précisés, l'entreprise semble évoluer dans un domaine lié à l'ingénierie. Je suis intéressé par une alternance en science des données et intelligence artificielle au sein de votre équipe.",
SPONT-owliance-services-informatiques,Candidature spontanée - Alternance Data / Science des données,Owliance Services Informatiques,"31600, MURET",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"Owliance Services Informatiques est une structure basée à MURET, active dans le secteur des services informatiques. Bien que les détails spécifiques sur ses activités ne soient pas précisés, l'entreprise semble être impliquée dans des domaines liés à la technologie et à l'informatique. Je suis intéressé par une alternance en science des données et intelligence artificielle au sein de votre équipe.",
SPONT-ministere-de-la-sante-et-prevention,Candidature spontanée - Alternance Data / Science des données,MINISTERE DE LA SANTE ET PREVENTION,"75015, PARIS 15",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"Le MINISTERE DE LA SANTE ET PREVENTION est une structure basée à PARIS 15, active dans le secteur de la santé et de la prévention. Bien que les détails spécifiques sur ses activités ne soient pas précisés, son nom suggère un engagement envers des initiatives liées à la santé publique. Je souhaite contribuer à ses missions à travers une alternance en science des données et intelligence artificielle.",
SPONT-bpce-assurances-iard,Candidature spontanée - Alternance Data / Science des données,BPCE ASSURANCES IARD,"33700, MERIGNAC",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"BPCE ASSURANCES IARD est une structure basée à Mérignac, active dans le secteur de l'assurance, comme le suggère son nom. Bien que les détails spécifiques sur ses activités ne soient pas fournis, l'entreprise semble évoluer dans un environnement lié à la gestion des risques et à la protection des biens. Je suis intéressé par une alternance en science des données et intelligence artificielle au sein de votre équipe.",
SPONT-onf-toulouse,Candidature spontanée - Alternance Data / Science des données,ONF TOULOUSE,"31000, TOULOUSE",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"ONF TOULOUSE est une structure basée à Toulouse, active dans le secteur suggéré par son nom/service. Bien que les détails spécifiques sur ses activités ne soient pas fournis, l'entreprise semble s'inscrire dans un domaine lié à la gestion ou à l'analyse de données. Je suis intéressé par une opportunité d'alternance en science des données et intelligence artificielle au sein de votre équipe.",
SPONT-conseil-departemental-de-l-herault,Candidature spontanée - Alternance Data / Science des données,CONSEIL DEPARTEMENTAL DE L'HERAULT,"34070, MONTPELLIER",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"Le Conseil Départemental de l'Hérault est une structure basée à Montpellier, active dans le secteur public. Bien que les informations sur ses services ne soient pas précisées, il est probable qu'il soit impliqué dans des initiatives liées à la gestion des données et à l'amélioration des services aux citoyens. Je suis intéressé par une alternance en science des données et intelligence artificielle au sein de cette institution.",
SPONT-mairie-de-perpignan,Candidature spontanée - Alternance Data / Science des données,MAIRIE DE PERPIGNAN,"66100, PERPIGNAN",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"La Mairie de Perpignan est une structure basée à Perpignan, active dans le secteur public. Bien que les informations sur ses services spécifiques ne soient pas précisées, elle joue un rôle essentiel dans la gestion de la ville et des services municipaux. Je souhaite proposer mes compétences en science des données et intelligence artificielle pour contribuer à ses projets.",
SPONT-brl-ingenierie,Candidature spontanée - Alternance Data / Science des données,BRL INGÉNIERIE,"30900, NIMES",Candidature spontanée,,,2026-09-14T15:55:59.000Z,,Débutant accepté,,"BRL INGÉNIERIE est une structure basée à NIMES, active dans le secteur suggéré par son nom/service. Bien que les détails spécifiques sur ses activités ne soient pas précisés, l'entreprise semble évoluer dans un domaine lié à l'ingénierie. Je suis intéressé par une alternance en science des données et intelligence artificielle au sein de votre équipe.",
